postcode,latitude,longitude,cdc
LE9,52.573999802581596,-1.281897334512643,true
LE19,52.58574558305662,-1.2047097059800662,true
KA6,55.41640674382739,-4.505289128144007,true
S63,53.51811870483576,-1.330608649457769,true
SN5,51.566172790727265,-1.8387373457742047,true
DE13,52.8079192032256,-1.6911776656799555,true
HU15,53.748777532376124,-0.6212270052112046,true
S12,53.34884306313336,-1.4071803229000113,true
PO20,50.782619651948195,-0.7868112257468022,true
B97,52.30081157744864,-1.952307182097884,true
SR6,54.935238107714966,-1.379973788791633,true
BS21,51.43536458322424,-2.850321398325763,true
S80,53.293212603587676,-1.1500882707725875,true
GL2,51.84286374184679,-2.270392695852299,true
MK13,52.05298490084227,-0.784282981801049,true
WR14,52.11419694018222,-2.321117231604226,true
LA4,54.070297446677166,-2.853235607225384,true
E6,51.52645327074299,0.054403833955245756,true
DN12,53.482654102085014,-1.2244900342600915,true
BS3,51.43861232751222,-2.6030181634810527,true
SK9,53.32771040954929,-2.230850116401084,true
NW8,51.532250767661374,-0.17519143083435676,true
SE17,51.48819609924969,-0.09367427590290561,true
WA15,53.38447323129022,-2.327186674287064,true
TN10,51.21149460388137,0.2842371025689181,true
YO8,53.78123394090699,-1.0607236634067292,true
N2,51.5901425524304,-0.16908607793660568,true
HX4,53.67776035834141,-1.8824355288943357,true
LE3,52.631298032313346,-1.176250248938906,true
BL0,53.648417629214194,-2.317044021599846,true
BB12,53.80337934960516,-2.2917911981970263,true
AB16,57.159871152619196,-2.1567655298073682,true
LS6,53.81988611775977,-1.569762178980319,true
LA4,54.070297446677166,-2.853235607225384,true
OX12,51.595352371909556,-1.425792094425032,true
GU51,51.28495001410862,-0.8409727799605112,true
GU16,51.31016599058174,-0.7281610421854159,true
TS21,54.62776646616533,-1.427567921845271,true
AL6,51.83186150836452,-0.1989240672485854,true
EC4N,51.51389680473027,-0.09326389842678834,true
N1,51.537785510680855,-0.09746669723580982,true
IG10,51.64833581729757,0.06753090274800752,true
AL4,51.77332927154975,-0.2952285566162549,true
EH14,55.90998495770957,-3.283553493906358,true
B73,52.556997207184416,-1.8394971354476777,true
IP8,52.063017885706465,1.0801506368539964,false
SR6,54.935238107714966,-1.379973788791633,true
DH7,54.78994084283068,-1.6659520890745372,true
PR8,53.62672989241582,-3.0081956217126233,true
DD8,56.655759145009874,-2.9222299750648744,true
L11,53.44772761151726,-2.915539257309635,true
CH66,53.27710109811064,-2.9360980863531743,true
OL8,53.52599452803979,-2.117074996346097,true
CM6,51.87798346110125,0.37165362270187446,true
CF14,51.51993017748473,-3.203643276067174,true
L26,53.364752987217656,-2.83417365325810,true
